Location,Status,Prosto,Na voljo,Datum
Tivoli I.,Prosto,310,351,2025-04-15 00:14
Tivoli II.,Prosto,178,159,2025-04-15 00:14
Trg mladinskih delovnih brigad,Prosto,14,26,2025-04-15 00:14
Trg prekomorskih brigad,Prosto,28,61,2025-04-15 00:14
Štembalova ulica,Zasedeno,/,155,2025-04-15 00:14
Žale I.,Prosto,88,125,2025-04-15 00:14
Žale II.,Prosto,54,80,2025-04-15 00:14
Žale III.,Prosto,54,83,2025-04-15 00:14
Žale IV.,Prosto,78,78,2025-04-15 00:14
Žale V.,Prosto,282,100,2025-04-15 00:14
P+R Ježica,Odprto,,,2025-04-15 00:14
P+R Stanežiče,Odprto,,,2025-04-15 00:14
ŠRC Stožice,Prosto,/,509,2025-04-15 00:14
Tacen,Prosto,/,/,2025-04-15 00:14
Bratislavska,Prosto,/,/,2025-04-15 00:14
BS4,Prosto,50,100,2025-04-15 00:14
PH Rog,Prosto,32,80,2025-04-15 00:14
P+R Letališka,Odprto,,,2025-04-15 00:14
Parkirišče PH Ilirija,Odprto,,,2025-04-15 00:14
Bežigrad,Prosto,45,64,2025-04-15 00:30
Dolenjska cesta (Strelišče),Prosto,72,67,2025-04-15 00:30
Gosarjeva ulica,Prosto,40,190,2025-04-15 00:30
Gospodarsko razstavišče,Prosto,424,400,2025-04-15 00:30
Komanova ulica,Zasedeno,/,55,2025-04-15 00:30
PH Kongresni trg,Prosto,242,720,2025-04-15 00:30
Kozolec,Prosto,98,394,2025-04-15 00:30
Kranjčeva ulica,Prosto,115,117,2025-04-15 00:30
Linhartova,Prosto,112,50,2025-04-15 00:30
Metelkova ulica,Prosto,38,89,2025-04-15 00:30
Mirje,Prosto,83,107,2025-04-15 00:30
P+R Barje,Odprto,,,2025-04-15 00:30
P+R Dolgi Most,Odprto,,,2025-04-15 00:30
P+R Studenec,Odprto,,,2025-04-15 00:30
PH Kolezija,Prosto,62,80,2025-04-15 00:30
Pokopališče Polje,Prosto,36,39,2025-04-15 00:30
Povšetova ulica,Prosto,72,81,2025-04-15 00:30
Sanatorij Emona,Prosto,14,25,2025-04-15 00:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 00:30
Tivoli I.,Prosto,310,351,2025-04-15 00:30
Tivoli II.,Prosto,178,159,2025-04-15 00:30
Trg mladinskih delovnih brigad,Prosto,14,26,2025-04-15 00:30
Trg prekomorskih brigad,Prosto,29,61,2025-04-15 00:30
Štembalova ulica,Zasedeno,/,155,2025-04-15 00:30
Žale I.,Prosto,88,125,2025-04-15 00:30
Žale II.,Prosto,54,80,2025-04-15 00:30
Žale III.,Prosto,54,83,2025-04-15 00:30
Žale IV.,Prosto,78,78,2025-04-15 00:30
Žale V.,Prosto,282,100,2025-04-15 00:30
P+R Ježica,Odprto,,,2025-04-15 00:30
P+R Stanežiče,Odprto,,,2025-04-15 00:30
ŠRC Stožice,Prosto,/,509,2025-04-15 00:30
Tacen,Prosto,/,/,2025-04-15 00:30
Bratislavska,Prosto,/,/,2025-04-15 00:30
BS4,Prosto,50,100,2025-04-15 00:30
PH Rog,Prosto,32,80,2025-04-15 00:30
P+R Letališka,Odprto,,,2025-04-15 00:30
Parkirišče PH Ilirija,Odprto,,,2025-04-15 00:30
Bežigrad,Prosto,45,64,2025-04-15 00:44
Dolenjska cesta (Strelišče),Prosto,72,67,2025-04-15 00:44
Gosarjeva ulica,Prosto,40,190,2025-04-15 00:44
Gospodarsko razstavišče,Prosto,424,400,2025-04-15 00:44
Komanova ulica,Zasedeno,/,55,2025-04-15 00:44
PH Kongresni trg,Prosto,242,720,2025-04-15 00:44
Kozolec,Prosto,98,394,2025-04-15 00:44
Kranjčeva ulica,Prosto,116,117,2025-04-15 00:44
Linhartova,Prosto,112,50,2025-04-15 00:44
Metelkova ulica,Prosto,38,89,2025-04-15 00:44
Mirje,Prosto,83,107,2025-04-15 00:44
P+R Barje,Odprto,,,2025-04-15 00:44
P+R Dolgi Most,Odprto,,,2025-04-15 00:44
P+R Studenec,Odprto,,,2025-04-15 00:44
PH Kolezija,Prosto,62,80,2025-04-15 00:44
Pokopališče Polje,Prosto,36,39,2025-04-15 00:44
Povšetova ulica,Prosto,72,81,2025-04-15 00:44
Sanatorij Emona,Prosto,14,25,2025-04-15 00:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 00:44
Tivoli I.,Prosto,311,351,2025-04-15 00:44
Tivoli II.,Prosto,178,159,2025-04-15 00:44
Trg mladinskih delovnih brigad,Prosto,14,26,2025-04-15 00:44
Trg prekomorskih brigad,Prosto,29,61,2025-04-15 00:44
Štembalova ulica,Zasedeno,/,155,2025-04-15 00:44
Žale I.,Prosto,88,125,2025-04-15 00:44
Žale II.,Prosto,54,80,2025-04-15 00:44
Žale III.,Prosto,54,83,2025-04-15 00:44
Žale IV.,Prosto,78,78,2025-04-15 00:44
Žale V.,Prosto,282,100,2025-04-15 00:44
P+R Ježica,Odprto,,,2025-04-15 00:44
P+R Stanežiče,Odprto,,,2025-04-15 00:44
ŠRC Stožice,Prosto,/,509,2025-04-15 00:44
Tacen,Prosto,/,/,2025-04-15 00:44
Bratislavska,Prosto,/,/,2025-04-15 00:44
BS4,Prosto,51,100,2025-04-15 00:44
PH Rog,Prosto,33,80,2025-04-15 00:44
P+R Letališka,Odprto,,,2025-04-15 00:44
Parkirišče PH Ilirija,Odprto,,,2025-04-15 00:44
Bežigrad,Prosto,45,64,2025-04-15 01:00
Dolenjska cesta (Strelišče),Prosto,73,67,2025-04-15 01:00
Gosarjeva ulica,Prosto,40,190,2025-04-15 01:00
Gospodarsko razstavišče,Prosto,425,400,2025-04-15 01:00
Komanova ulica,Zasedeno,/,55,2025-04-15 01:00
PH Kongresni trg,Prosto,243,720,2025-04-15 01:00
Kozolec,Prosto,97,394,2025-04-15 01:00
Kranjčeva ulica,Prosto,116,117,2025-04-15 01:00
Linhartova,Prosto,112,50,2025-04-15 01:00
Metelkova ulica,Prosto,38,89,2025-04-15 01:00
Mirje,Prosto,83,107,2025-04-15 01:00
P+R Barje,Odprto,,,2025-04-15 01:00
P+R Dolgi Most,Odprto,,,2025-04-15 01:00
P+R Studenec,Odprto,,,2025-04-15 01:00
PH Kolezija,Prosto,62,80,2025-04-15 01:00
Pokopališče Polje,Prosto,36,39,2025-04-15 01:00
Povšetova ulica,Prosto,72,81,2025-04-15 01:00
Sanatorij Emona,Prosto,14,25,2025-04-15 01:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 01:00
Tivoli I.,Prosto,311,351,2025-04-15 01:00
Tivoli II.,Prosto,178,159,2025-04-15 01:00
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 01:00
Trg prekomorskih brigad,Prosto,29,61,2025-04-15 01:00
Štembalova ulica,Zasedeno,/,155,2025-04-15 01:00
Žale I.,Prosto,88,125,2025-04-15 01:00
Žale II.,Prosto,54,80,2025-04-15 01:00
Žale III.,Prosto,54,83,2025-04-15 01:00
Žale IV.,Prosto,78,78,2025-04-15 01:00
Žale V.,Prosto,282,100,2025-04-15 01:00
P+R Ježica,Odprto,,,2025-04-15 01:00
P+R Stanežiče,Odprto,,,2025-04-15 01:00
ŠRC Stožice,Prosto,/,509,2025-04-15 01:00
Tacen,Prosto,/,/,2025-04-15 01:00
Bratislavska,Prosto,/,/,2025-04-15 01:00
BS4,Prosto,51,100,2025-04-15 01:00
PH Rog,Prosto,33,80,2025-04-15 01:00
P+R Letališka,Odprto,,,2025-04-15 01:00
Parkirišče PH Ilirija,Odprto,,,2025-04-15 01:00
Bežigrad,Prosto,45,64,2025-04-15 01:14
Dolenjska cesta (Strelišče),Prosto,73,67,2025-04-15 01:14
Gosarjeva ulica,Prosto,40,190,2025-04-15 01:14
Gospodarsko razstavišče,Prosto,425,400,2025-04-15 01:14
Komanova ulica,Zasedeno,/,55,2025-04-15 01:14
PH Kongresni trg,Prosto,244,720,2025-04-15 01:14
Kozolec,Prosto,97,394,2025-04-15 01:14
Kranjčeva ulica,Prosto,116,117,2025-04-15 01:14
Linhartova,Prosto,112,50,2025-04-15 01:14
Metelkova ulica,Prosto,38,89,2025-04-15 01:14
Mirje,Prosto,83,107,2025-04-15 01:14
P+R Barje,Odprto,,,2025-04-15 01:14
P+R Dolgi Most,Odprto,,,2025-04-15 01:14
P+R Studenec,Odprto,,,2025-04-15 01:14
PH Kolezija,Prosto,62,80,2025-04-15 01:14
Pokopališče Polje,Prosto,36,39,2025-04-15 01:14
Povšetova ulica,Prosto,72,81,2025-04-15 01:14
Sanatorij Emona,Prosto,14,25,2025-04-15 01:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 01:14
Tivoli I.,Prosto,311,351,2025-04-15 01:14
Tivoli II.,Prosto,178,159,2025-04-15 01:14
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 01:14
Trg prekomorskih brigad,Prosto,29,61,2025-04-15 01:14
Štembalova ulica,Zasedeno,/,155,2025-04-15 01:14
Žale I.,Prosto,88,125,2025-04-15 01:14
Žale II.,Prosto,54,80,2025-04-15 01:14
Žale III.,Prosto,54,83,2025-04-15 01:14
Žale IV.,Prosto,78,78,2025-04-15 01:14
Žale V.,Prosto,282,100,2025-04-15 01:14
P+R Ježica,Odprto,,,2025-04-15 01:14
P+R Stanežiče,Odprto,,,2025-04-15 01:14
ŠRC Stožice,Prosto,/,509,2025-04-15 01:14
Tacen,Prosto,/,/,2025-04-15 01:14
Bratislavska,Prosto,/,/,2025-04-15 01:14
BS4,Prosto,51,100,2025-04-15 01:14
PH Rog,Prosto,33,80,2025-04-15 01:14
P+R Letališka,Odprto,,,2025-04-15 01:14
Parkirišče PH Ilirija,Odprto,,,2025-04-15 01:14
Bežigrad,Prosto,45,64,2025-04-15 01:30
Dolenjska cesta (Strelišče),Prosto,73,67,2025-04-15 01:30
Gosarjeva ulica,Prosto,40,190,2025-04-15 01:30
Gospodarsko razstavišče,Prosto,425,400,2025-04-15 01:30
Komanova ulica,Zasedeno,/,55,2025-04-15 01:30
PH Kongresni trg,Prosto,244,720,2025-04-15 01:30
Kozolec,Prosto,98,394,2025-04-15 01:30
Kranjčeva ulica,Prosto,116,117,2025-04-15 01:30
Linhartova,Prosto,112,50,2025-04-15 01:30
Metelkova ulica,Prosto,38,89,2025-04-15 01:30
Mirje,Prosto,83,107,2025-04-15 01:30
P+R Barje,Odprto,,,2025-04-15 01:30
P+R Dolgi Most,Odprto,,,2025-04-15 01:30
P+R Studenec,Odprto,,,2025-04-15 01:30
PH Kolezija,Prosto,62,80,2025-04-15 01:30
Pokopališče Polje,Prosto,36,39,2025-04-15 01:30
Povšetova ulica,Prosto,72,81,2025-04-15 01:30
Sanatorij Emona,Prosto,14,25,2025-04-15 01:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 01:30
Tivoli I.,Prosto,311,351,2025-04-15 01:30
Tivoli II.,Prosto,178,159,2025-04-15 01:30
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 01:30
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 01:30
Štembalova ulica,Zasedeno,/,155,2025-04-15 01:30
Žale I.,Prosto,88,125,2025-04-15 01:30
Žale II.,Prosto,54,80,2025-04-15 01:30
Žale III.,Prosto,54,83,2025-04-15 01:30
Žale IV.,Prosto,78,78,2025-04-15 01:30
Žale V.,Prosto,282,100,2025-04-15 01:30
P+R Ježica,Odprto,,,2025-04-15 01:30
P+R Stanežiče,Odprto,,,2025-04-15 01:30
ŠRC Stožice,Prosto,/,509,2025-04-15 01:30
Tacen,Prosto,/,/,2025-04-15 01:30
Bratislavska,Prosto,/,/,2025-04-15 01:30
BS4,Prosto,51,100,2025-04-15 01:30
PH Rog,Prosto,33,80,2025-04-15 01:30
P+R Letališka,Odprto,,,2025-04-15 01:30
Parkirišče PH Ilirija,Odprto,,,2025-04-15 01:30
Bežigrad,Prosto,45,64,2025-04-15 01:44
Dolenjska cesta (Strelišče),Prosto,73,67,2025-04-15 01:44
Gosarjeva ulica,Prosto,40,190,2025-04-15 01:44
Gospodarsko razstavišče,Prosto,425,400,2025-04-15 01:44
Komanova ulica,Zasedeno,/,55,2025-04-15 01:44
PH Kongresni trg,Prosto,244,720,2025-04-15 01:44
Kozolec,Prosto,99,394,2025-04-15 01:44
Kranjčeva ulica,Prosto,116,117,2025-04-15 01:44
Linhartova,Prosto,112,50,2025-04-15 01:44
Metelkova ulica,Prosto,38,89,2025-04-15 01:44
Mirje,Prosto,83,107,2025-04-15 01:44
P+R Barje,Odprto,,,2025-04-15 01:44
P+R Dolgi Most,Odprto,,,2025-04-15 01:44
P+R Studenec,Odprto,,,2025-04-15 01:44
PH Kolezija,Prosto,62,80,2025-04-15 01:44
Pokopališče Polje,Prosto,36,39,2025-04-15 01:44
Povšetova ulica,Prosto,72,81,2025-04-15 01:44
Sanatorij Emona,Prosto,14,25,2025-04-15 01:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 01:44
Tivoli I.,Prosto,311,351,2025-04-15 01:44
Tivoli II.,Prosto,178,159,2025-04-15 01:44
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 01:44
Trg prekomorskih brigad,Prosto,25,61,2025-04-15 01:44
Štembalova ulica,Zasedeno,/,155,2025-04-15 01:44
Žale I.,Prosto,88,125,2025-04-15 01:44
Žale II.,Prosto,53,80,2025-04-15 01:44
Žale III.,Prosto,54,83,2025-04-15 01:44
Žale IV.,Prosto,78,78,2025-04-15 01:44
Žale V.,Prosto,282,100,2025-04-15 01:44
P+R Ježica,Odprto,,,2025-04-15 01:44
P+R Stanežiče,Odprto,,,2025-04-15 01:44
ŠRC Stožice,Prosto,/,509,2025-04-15 01:44
Tacen,Prosto,/,/,2025-04-15 01:44
Bratislavska,Prosto,/,/,2025-04-15 01:44
BS4,Prosto,51,100,2025-04-15 01:44
PH Rog,Prosto,34,80,2025-04-15 01:44
P+R Letališka,Odprto,,,2025-04-15 01:44
Parkirišče PH Ilirija,Odprto,,,2025-04-15 01:44
Bežigrad,Prosto,45,64,2025-04-15 02:00
Dolenjska cesta (Strelišče),Prosto,71,67,2025-04-15 02:00
Gosarjeva ulica,Prosto,40,190,2025-04-15 02:00
Gospodarsko razstavišče,Prosto,425,400,2025-04-15 02:00
Komanova ulica,Zasedeno,/,55,2025-04-15 02:00
PH Kongresni trg,Prosto,244,720,2025-04-15 02:00
Kozolec,Prosto,99,394,2025-04-15 02:00
Kranjčeva ulica,Prosto,116,117,2025-04-15 02:00
Linhartova,Prosto,112,50,2025-04-15 02:00
Metelkova ulica,Prosto,38,89,2025-04-15 02:00
Mirje,Prosto,83,107,2025-04-15 02:00
P+R Barje,Odprto,,,2025-04-15 02:00
P+R Dolgi Most,Odprto,,,2025-04-15 02:00
P+R Studenec,Odprto,,,2025-04-15 02:00
PH Kolezija,Prosto,62,80,2025-04-15 02:00
Pokopališče Polje,Prosto,36,39,2025-04-15 02:00
Povšetova ulica,Prosto,72,81,2025-04-15 02:00
Sanatorij Emona,Prosto,14,25,2025-04-15 02:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 02:00
Tivoli I.,Prosto,311,351,2025-04-15 02:00
Tivoli II.,Prosto,178,159,2025-04-15 02:00
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 02:00
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 02:00
Štembalova ulica,Zasedeno,/,155,2025-04-15 02:00
Žale I.,Prosto,88,125,2025-04-15 02:00
Žale II.,Prosto,53,80,2025-04-15 02:00
Žale III.,Prosto,54,83,2025-04-15 02:00
Žale IV.,Prosto,78,78,2025-04-15 02:00
Žale V.,Prosto,282,100,2025-04-15 02:00
P+R Ježica,Odprto,,,2025-04-15 02:00
P+R Stanežiče,Odprto,,,2025-04-15 02:00
ŠRC Stožice,Prosto,/,509,2025-04-15 02:00
Tacen,Prosto,/,/,2025-04-15 02:00
Bratislavska,Prosto,/,/,2025-04-15 02:00
BS4,Prosto,51,100,2025-04-15 02:00
PH Rog,Prosto,33,80,2025-04-15 02:00
P+R Letališka,Odprto,,,2025-04-15 02:00
Parkirišče PH Ilirija,Odprto,,,2025-04-15 02:00
Bežigrad,Prosto,45,64,2025-04-15 02:14
Dolenjska cesta (Strelišče),Prosto,72,67,2025-04-15 02:14
Gosarjeva ulica,Prosto,40,190,2025-04-15 02:14
Gospodarsko razstavišče,Prosto,425,400,2025-04-15 02:14
Komanova ulica,Zasedeno,/,55,2025-04-15 02:14
PH Kongresni trg,Prosto,244,720,2025-04-15 02:14
Kozolec,Prosto,99,394,2025-04-15 02:14
Kranjčeva ulica,Prosto,116,117,2025-04-15 02:14
Linhartova,Prosto,112,50,2025-04-15 02:14
Metelkova ulica,Prosto,38,89,2025-04-15 02:14
Mirje,Prosto,83,107,2025-04-15 02:14
P+R Barje,Odprto,,,2025-04-15 02:14
P+R Dolgi Most,Odprto,,,2025-04-15 02:14
P+R Studenec,Odprto,,,2025-04-15 02:14
PH Kolezija,Prosto,62,80,2025-04-15 02:14
Pokopališče Polje,Prosto,36,39,2025-04-15 02:14
Povšetova ulica,Prosto,72,81,2025-04-15 02:14
Sanatorij Emona,Prosto,14,25,2025-04-15 02:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 02:14
Tivoli I.,Prosto,311,351,2025-04-15 02:14
Tivoli II.,Prosto,178,159,2025-04-15 02:14
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 02:14
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 02:14
Štembalova ulica,Zasedeno,/,155,2025-04-15 02:14
Žale I.,Prosto,88,125,2025-04-15 02:14
Žale II.,Prosto,53,80,2025-04-15 02:14
Žale III.,Prosto,54,83,2025-04-15 02:14
Žale IV.,Prosto,78,78,2025-04-15 02:14
Žale V.,Prosto,282,100,2025-04-15 02:14
P+R Ježica,Odprto,,,2025-04-15 02:14
P+R Stanežiče,Odprto,,,2025-04-15 02:14
ŠRC Stožice,Prosto,/,509,2025-04-15 02:14
Tacen,Prosto,/,/,2025-04-15 02:14
Bratislavska,Prosto,/,/,2025-04-15 02:14
BS4,Prosto,51,100,2025-04-15 02:14
PH Rog,Prosto,33,80,2025-04-15 02:14
P+R Letališka,Odprto,,,2025-04-15 02:14
Parkirišče PH Ilirija,Odprto,,,2025-04-15 02:14
Bežigrad,Prosto,45,64,2025-04-15 02:30
Dolenjska cesta (Strelišče),Prosto,72,67,2025-04-15 02:30
Gosarjeva ulica,Prosto,40,190,2025-04-15 02:30
Gospodarsko razstavišče,Prosto,426,400,2025-04-15 02:30
Komanova ulica,Zasedeno,/,55,2025-04-15 02:30
PH Kongresni trg,Prosto,244,720,2025-04-15 02:30
Kozolec,Prosto,99,394,2025-04-15 02:30
Kranjčeva ulica,Prosto,116,117,2025-04-15 02:30
Linhartova,Prosto,112,50,2025-04-15 02:30
Metelkova ulica,Prosto,38,89,2025-04-15 02:30
Mirje,Prosto,83,107,2025-04-15 02:30
P+R Barje,Odprto,,,2025-04-15 02:30
P+R Dolgi Most,Odprto,,,2025-04-15 02:30
P+R Studenec,Odprto,,,2025-04-15 02:30
PH Kolezija,Prosto,62,80,2025-04-15 02:30
Pokopališče Polje,Prosto,36,39,2025-04-15 02:30
Povšetova ulica,Prosto,72,81,2025-04-15 02:30
Sanatorij Emona,Prosto,14,25,2025-04-15 02:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 02:30
Tivoli I.,Prosto,311,351,2025-04-15 02:30
Tivoli II.,Prosto,178,159,2025-04-15 02:30
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 02:30
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 02:30
Štembalova ulica,Zasedeno,/,155,2025-04-15 02:30
Žale I.,Prosto,88,125,2025-04-15 02:30
Žale II.,Prosto,53,80,2025-04-15 02:30
Žale III.,Prosto,54,83,2025-04-15 02:30
Žale IV.,Prosto,78,78,2025-04-15 02:30
Žale V.,Prosto,282,100,2025-04-15 02:30
P+R Ježica,Odprto,,,2025-04-15 02:30
P+R Stanežiče,Odprto,,,2025-04-15 02:30
ŠRC Stožice,Prosto,/,509,2025-04-15 02:30
Tacen,Prosto,/,/,2025-04-15 02:30
Bratislavska,Prosto,/,/,2025-04-15 02:30
BS4,Prosto,51,100,2025-04-15 02:30
PH Rog,Prosto,33,80,2025-04-15 02:30
P+R Letališka,Odprto,,,2025-04-15 02:30
Parkirišče PH Ilirija,Odprto,,,2025-04-15 02:30
Bežigrad,Prosto,45,64,2025-04-15 02:44
Dolenjska cesta (Strelišče),Prosto,72,67,2025-04-15 02:44
Gosarjeva ulica,Prosto,40,190,2025-04-15 02:44
Gospodarsko razstavišče,Prosto,426,400,2025-04-15 02:44
Komanova ulica,Zasedeno,/,55,2025-04-15 02:44
PH Kongresni trg,Prosto,244,720,2025-04-15 02:44
Kozolec,Prosto,99,394,2025-04-15 02:44
Kranjčeva ulica,Prosto,116,117,2025-04-15 02:44
Linhartova,Prosto,112,50,2025-04-15 02:44
Metelkova ulica,Prosto,38,89,2025-04-15 02:44
Mirje,Prosto,83,107,2025-04-15 02:44
P+R Barje,Odprto,,,2025-04-15 02:44
P+R Dolgi Most,Odprto,,,2025-04-15 02:44
P+R Studenec,Odprto,,,2025-04-15 02:44
PH Kolezija,Prosto,62,80,2025-04-15 02:44
Pokopališče Polje,Prosto,36,39,2025-04-15 02:44
Povšetova ulica,Prosto,72,81,2025-04-15 02:44
Sanatorij Emona,Prosto,14,25,2025-04-15 02:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 02:44
Tivoli I.,Prosto,311,351,2025-04-15 02:44
Tivoli II.,Prosto,178,159,2025-04-15 02:44
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 02:44
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 02:44
Štembalova ulica,Zasedeno,/,155,2025-04-15 02:44
Žale I.,Prosto,88,125,2025-04-15 02:44
Žale II.,Prosto,53,80,2025-04-15 02:44
Žale III.,Prosto,54,83,2025-04-15 02:44
Žale IV.,Prosto,78,78,2025-04-15 02:44
Žale V.,Prosto,282,100,2025-04-15 02:44
P+R Ježica,Odprto,,,2025-04-15 02:44
P+R Stanežiče,Odprto,,,2025-04-15 02:44
ŠRC Stožice,Prosto,/,509,2025-04-15 02:44
Tacen,Prosto,/,/,2025-04-15 02:44
Bratislavska,Prosto,/,/,2025-04-15 02:44
BS4,Prosto,51,100,2025-04-15 02:44
PH Rog,Prosto,33,80,2025-04-15 02:44
P+R Letališka,Odprto,,,2025-04-15 02:44
Parkirišče PH Ilirija,Odprto,,,2025-04-15 02:44
Bežigrad,Prosto,45,64,2025-04-15 03:00
Dolenjska cesta (Strelišče),Prosto,72,67,2025-04-15 03:00
Gosarjeva ulica,Prosto,40,190,2025-04-15 03:00
Gospodarsko razstavišče,Prosto,426,400,2025-04-15 03:00
Komanova ulica,Zasedeno,/,55,2025-04-15 03:00
PH Kongresni trg,Prosto,244,720,2025-04-15 03:00
Kozolec,Prosto,99,394,2025-04-15 03:00
Kranjčeva ulica,Prosto,116,117,2025-04-15 03:00
Linhartova,Prosto,112,50,2025-04-15 03:00
Metelkova ulica,Prosto,38,89,2025-04-15 03:00
Mirje,Prosto,83,107,2025-04-15 03:00
P+R Barje,Odprto,,,2025-04-15 03:00
P+R Dolgi Most,Odprto,,,2025-04-15 03:00
P+R Studenec,Odprto,,,2025-04-15 03:00
PH Kolezija,Prosto,62,80,2025-04-15 03:00
Pokopališče Polje,Prosto,36,39,2025-04-15 03:00
Povšetova ulica,Prosto,72,81,2025-04-15 03:00
Sanatorij Emona,Prosto,14,25,2025-04-15 03:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 03:00
Tivoli I.,Prosto,311,351,2025-04-15 03:00
Tivoli II.,Prosto,178,159,2025-04-15 03:00
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 03:00
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 03:00
Štembalova ulica,Zasedeno,/,155,2025-04-15 03:00
Žale I.,Prosto,88,125,2025-04-15 03:00
Žale II.,Prosto,53,80,2025-04-15 03:00
Žale III.,Prosto,53,83,2025-04-15 03:00
Žale IV.,Prosto,78,78,2025-04-15 03:00
Žale V.,Prosto,282,100,2025-04-15 03:00
P+R Ježica,Odprto,,,2025-04-15 03:00
P+R Stanežiče,Odprto,,,2025-04-15 03:00
ŠRC Stožice,Prosto,/,509,2025-04-15 03:00
Tacen,Prosto,/,/,2025-04-15 03:00
Bratislavska,Prosto,/,/,2025-04-15 03:00
BS4,Prosto,51,100,2025-04-15 03:00
PH Rog,Prosto,32,80,2025-04-15 03:00
P+R Letališka,Odprto,,,2025-04-15 03:00
Parkirišče PH Ilirija,Odprto,,,2025-04-15 03:00
Bežigrad,Prosto,45,64,2025-04-15 03:14
Dolenjska cesta (Strelišče),Prosto,72,67,2025-04-15 03:14
Gosarjeva ulica,Prosto,40,190,2025-04-15 03:14
Gospodarsko razstavišče,Prosto,426,400,2025-04-15 03:14
Komanova ulica,Zasedeno,/,55,2025-04-15 03:14
PH Kongresni trg,Prosto,244,720,2025-04-15 03:14
Kozolec,Prosto,99,394,2025-04-15 03:14
Kranjčeva ulica,Prosto,116,117,2025-04-15 03:14
Linhartova,Prosto,112,50,2025-04-15 03:14
Metelkova ulica,Prosto,38,89,2025-04-15 03:14
Mirje,Prosto,83,107,2025-04-15 03:14
P+R Barje,Odprto,,,2025-04-15 03:14
P+R Dolgi Most,Odprto,,,2025-04-15 03:14
P+R Studenec,Odprto,,,2025-04-15 03:14
PH Kolezija,Prosto,62,80,2025-04-15 03:14
Pokopališče Polje,Prosto,36,39,2025-04-15 03:14
Povšetova ulica,Prosto,72,81,2025-04-15 03:14
Sanatorij Emona,Prosto,14,25,2025-04-15 03:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 03:14
Tivoli I.,Prosto,311,351,2025-04-15 03:14
Tivoli II.,Prosto,178,159,2025-04-15 03:14
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 03:14
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 03:14
Štembalova ulica,Zasedeno,/,155,2025-04-15 03:14
Žale I.,Prosto,88,125,2025-04-15 03:14
Žale II.,Prosto,53,80,2025-04-15 03:14
Žale III.,Prosto,53,83,2025-04-15 03:14
Žale IV.,Prosto,78,78,2025-04-15 03:14
Žale V.,Prosto,282,100,2025-04-15 03:14
P+R Ježica,Odprto,,,2025-04-15 03:14
P+R Stanežiče,Odprto,,,2025-04-15 03:14
ŠRC Stožice,Prosto,/,509,2025-04-15 03:14
Tacen,Prosto,/,/,2025-04-15 03:14
Bratislavska,Prosto,/,/,2025-04-15 03:14
BS4,Prosto,51,100,2025-04-15 03:14
PH Rog,Prosto,32,80,2025-04-15 03:14
P+R Letališka,Odprto,,,2025-04-15 03:14
Parkirišče PH Ilirija,Odprto,,,2025-04-15 03:14
Bežigrad,Prosto,45,64,2025-04-15 03:30
Dolenjska cesta (Strelišče),Prosto,72,67,2025-04-15 03:30
Gosarjeva ulica,Prosto,40,190,2025-04-15 03:30
Gospodarsko razstavišče,Prosto,426,400,2025-04-15 03:30
Komanova ulica,Zasedeno,/,55,2025-04-15 03:30
PH Kongresni trg,Prosto,244,720,2025-04-15 03:30
Kozolec,Prosto,99,394,2025-04-15 03:30
Kranjčeva ulica,Prosto,116,117,2025-04-15 03:30
Linhartova,Prosto,112,50,2025-04-15 03:30
Metelkova ulica,Prosto,38,89,2025-04-15 03:30
Mirje,Prosto,83,107,2025-04-15 03:30
P+R Barje,Odprto,,,2025-04-15 03:30
P+R Dolgi Most,Odprto,,,2025-04-15 03:30
P+R Studenec,Odprto,,,2025-04-15 03:30
