Location,Status,Prosto,Na voljo,Datum
PH Kolezija,Prosto,62,80,2025-04-15 03:30
Pokopališče Polje,Prosto,36,39,2025-04-15 03:30
Povšetova ulica,Prosto,72,81,2025-04-15 03:30
Sanatorij Emona,Prosto,14,25,2025-04-15 03:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 03:30
Tivoli I.,Prosto,311,351,2025-04-15 03:30
Tivoli II.,Prosto,178,159,2025-04-15 03:30
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 03:30
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 03:30
Štembalova ulica,Zasedeno,/,155,2025-04-15 03:30
Žale I.,Prosto,88,125,2025-04-15 03:30
Žale II.,Prosto,53,80,2025-04-15 03:30
Žale III.,Prosto,53,83,2025-04-15 03:30
Žale IV.,Prosto,78,78,2025-04-15 03:30
Žale V.,Prosto,282,100,2025-04-15 03:30
P+R Ježica,Odprto,,,2025-04-15 03:30
P+R Stanežiče,Odprto,,,2025-04-15 03:30
ŠRC Stožice,Prosto,/,509,2025-04-15 03:30
Tacen,Prosto,/,/,2025-04-15 03:30
Bratislavska,Prosto,/,/,2025-04-15 03:30
BS4,Prosto,51,100,2025-04-15 03:30
PH Rog,Prosto,32,80,2025-04-15 03:30
P+R Letališka,Odprto,,,2025-04-15 03:30
Parkirišče PH Ilirija,Odprto,,,2025-04-15 03:30
Bežigrad,Prosto,45,64,2025-04-15 03:44
Dolenjska cesta (Strelišče),Prosto,72,67,2025-04-15 03:44
Gosarjeva ulica,Prosto,40,190,2025-04-15 03:44
Gospodarsko razstavišče,Prosto,425,400,2025-04-15 03:44
Komanova ulica,Zasedeno,/,55,2025-04-15 03:44
PH Kongresni trg,Prosto,243,720,2025-04-15 03:44
Kozolec,Prosto,99,394,2025-04-15 03:44
Kranjčeva ulica,Prosto,116,117,2025-04-15 03:44
Linhartova,Prosto,112,50,2025-04-15 03:44
Metelkova ulica,Prosto,38,89,2025-04-15 03:44
Mirje,Prosto,83,107,2025-04-15 03:44
P+R Barje,Odprto,,,2025-04-15 03:44
P+R Dolgi Most,Odprto,,,2025-04-15 03:44
P+R Studenec,Odprto,,,2025-04-15 03:44
PH Kolezija,Prosto,62,80,2025-04-15 03:44
Pokopališče Polje,Prosto,36,39,2025-04-15 03:44
Povšetova ulica,Prosto,72,81,2025-04-15 03:44
Sanatorij Emona,Prosto,14,25,2025-04-15 03:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 03:44
Tivoli I.,Prosto,311,351,2025-04-15 03:44
Tivoli II.,Prosto,178,159,2025-04-15 03:44
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 03:44
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 03:44
Štembalova ulica,Zasedeno,/,155,2025-04-15 03:44
Žale I.,Prosto,88,125,2025-04-15 03:44
Žale II.,Prosto,53,80,2025-04-15 03:44
Žale III.,Prosto,53,83,2025-04-15 03:44
Žale IV.,Prosto,78,78,2025-04-15 03:44
Žale V.,Prosto,282,100,2025-04-15 03:44
P+R Ježica,Odprto,,,2025-04-15 03:44
P+R Stanežiče,Odprto,,,2025-04-15 03:44
ŠRC Stožice,Prosto,/,509,2025-04-15 03:44
Tacen,Prosto,/,/,2025-04-15 03:44
Bratislavska,Prosto,/,/,2025-04-15 03:44
BS4,Prosto,51,100,2025-04-15 03:44
PH Rog,Prosto,32,80,2025-04-15 03:44
P+R Letališka,Odprto,,,2025-04-15 03:44
Parkirišče PH Ilirija,Odprto,,,2025-04-15 03:44
Bežigrad,Prosto,45,64,2025-04-15 04:00
Dolenjska cesta (Strelišče),Prosto,71,67,2025-04-15 04:00
Gosarjeva ulica,Prosto,40,190,2025-04-15 04:00
Gospodarsko razstavišče,Prosto,426,400,2025-04-15 04:00
Komanova ulica,Zasedeno,/,55,2025-04-15 04:00
PH Kongresni trg,Prosto,242,720,2025-04-15 04:00
Kozolec,Prosto,99,394,2025-04-15 04:00
Kranjčeva ulica,Prosto,116,117,2025-04-15 04:00
Linhartova,Prosto,112,50,2025-04-15 04:00
Metelkova ulica,Prosto,38,89,2025-04-15 04:00
Mirje,Prosto,83,107,2025-04-15 04:00
P+R Barje,Odprto,,,2025-04-15 04:00
P+R Dolgi Most,Odprto,,,2025-04-15 04:00
P+R Studenec,Odprto,,,2025-04-15 04:00
PH Kolezija,Prosto,62,80,2025-04-15 04:00
Pokopališče Polje,Prosto,36,39,2025-04-15 04:00
Povšetova ulica,Prosto,72,81,2025-04-15 04:00
Sanatorij Emona,Prosto,14,25,2025-04-15 04:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 04:00
Tivoli I.,Prosto,311,351,2025-04-15 04:00
Tivoli II.,Prosto,178,159,2025-04-15 04:00
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 04:00
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 04:00
Štembalova ulica,Zasedeno,/,155,2025-04-15 04:00
Žale I.,Prosto,88,125,2025-04-15 04:00
Žale II.,Prosto,53,80,2025-04-15 04:00
Žale III.,Prosto,53,83,2025-04-15 04:00
Žale IV.,Prosto,78,78,2025-04-15 04:00
Žale V.,Prosto,282,100,2025-04-15 04:00
P+R Ježica,Odprto,,,2025-04-15 04:00
P+R Stanežiče,Odprto,,,2025-04-15 04:00
ŠRC Stožice,Prosto,/,509,2025-04-15 04:00
Tacen,Prosto,/,/,2025-04-15 04:00
Bratislavska,Prosto,/,/,2025-04-15 04:00
BS4,Prosto,51,100,2025-04-15 04:00
PH Rog,Prosto,32,80,2025-04-15 04:00
P+R Letališka,Odprto,,,2025-04-15 04:00
Parkirišče PH Ilirija,Odprto,,,2025-04-15 04:00
Bežigrad,Prosto,45,64,2025-04-15 04:14
Dolenjska cesta (Strelišče),Prosto,78,67,2025-04-15 04:14
Gosarjeva ulica,Prosto,40,190,2025-04-15 04:14
Gospodarsko razstavišče,Prosto,426,400,2025-04-15 04:14
Komanova ulica,Zasedeno,/,55,2025-04-15 04:14
PH Kongresni trg,Prosto,242,720,2025-04-15 04:14
Kozolec,Prosto,99,394,2025-04-15 04:14
Kranjčeva ulica,Prosto,116,117,2025-04-15 04:14
Linhartova,Prosto,112,50,2025-04-15 04:14
Metelkova ulica,Prosto,37,89,2025-04-15 04:14
Mirje,Prosto,91,107,2025-04-15 04:14
P+R Barje,Odprto,,,2025-04-15 04:14
P+R Dolgi Most,Odprto,,,2025-04-15 04:14
P+R Studenec,Odprto,,,2025-04-15 04:14
PH Kolezija,Prosto,62,80,2025-04-15 04:14
Pokopališče Polje,Prosto,36,39,2025-04-15 04:14
Povšetova ulica,Prosto,72,81,2025-04-15 04:14
Sanatorij Emona,Prosto,14,25,2025-04-15 04:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 04:14
Tivoli I.,Prosto,311,351,2025-04-15 04:14
Tivoli II.,Prosto,178,159,2025-04-15 04:14
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 04:14
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 04:14
Štembalova ulica,Zasedeno,/,155,2025-04-15 04:14
Žale I.,Prosto,112,125,2025-04-15 04:14
Žale II.,Prosto,80,80,2025-04-15 04:14
Žale III.,Prosto,53,83,2025-04-15 04:14
Žale IV.,Prosto,78,78,2025-04-15 04:14
Žale V.,Prosto,282,100,2025-04-15 04:14
P+R Ježica,Odprto,,,2025-04-15 04:14
P+R Stanežiče,Odprto,,,2025-04-15 04:14
ŠRC Stožice,Prosto,/,509,2025-04-15 04:14
Tacen,Prosto,/,/,2025-04-15 04:14
Bratislavska,Prosto,/,/,2025-04-15 04:14
BS4,Prosto,51,100,2025-04-15 04:14
PH Rog,Prosto,32,80,2025-04-15 04:14
P+R Letališka,Odprto,,,2025-04-15 04:14
Parkirišče PH Ilirija,Odprto,,,2025-04-15 04:14
Bežigrad,Prosto,45,64,2025-04-15 04:30
Dolenjska cesta (Strelišče),Prosto,78,67,2025-04-15 04:30
Gosarjeva ulica,Prosto,40,190,2025-04-15 04:30
Gospodarsko razstavišče,Prosto,425,400,2025-04-15 04:30
Komanova ulica,Zasedeno,/,55,2025-04-15 04:30
PH Kongresni trg,Prosto,242,720,2025-04-15 04:30
Kozolec,Prosto,99,394,2025-04-15 04:30
Kranjčeva ulica,Prosto,116,117,2025-04-15 04:30
Linhartova,Prosto,111,50,2025-04-15 04:30
Metelkova ulica,Prosto,38,89,2025-04-15 04:30
Mirje,Prosto,91,107,2025-04-15 04:30
P+R Barje,Odprto,,,2025-04-15 04:30
P+R Dolgi Most,Odprto,,,2025-04-15 04:30
P+R Studenec,Odprto,,,2025-04-15 04:30
PH Kolezija,Prosto,62,80,2025-04-15 04:30
Pokopališče Polje,Prosto,36,39,2025-04-15 04:30
Povšetova ulica,Prosto,72,81,2025-04-15 04:30
Sanatorij Emona,Prosto,14,25,2025-04-15 04:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 04:30
Tivoli I.,Prosto,311,351,2025-04-15 04:30
Tivoli II.,Prosto,178,159,2025-04-15 04:30
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 04:30
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 04:30
Štembalova ulica,Zasedeno,/,155,2025-04-15 04:30
Žale I.,Prosto,112,125,2025-04-15 04:30
Žale II.,Prosto,80,80,2025-04-15 04:30
Žale III.,Prosto,53,83,2025-04-15 04:30
Žale IV.,Prosto,78,78,2025-04-15 04:30
Žale V.,Prosto,282,100,2025-04-15 04:30
P+R Ježica,Odprto,,,2025-04-15 04:30
P+R Stanežiče,Odprto,,,2025-04-15 04:30
ŠRC Stožice,Prosto,/,509,2025-04-15 04:30
Tacen,Prosto,/,/,2025-04-15 04:30
Bratislavska,Prosto,/,/,2025-04-15 04:30
BS4,Prosto,51,100,2025-04-15 04:30
PH Rog,Prosto,32,80,2025-04-15 04:30
P+R Letališka,Odprto,,,2025-04-15 04:30
Parkirišče PH Ilirija,Odprto,,,2025-04-15 04:30
Bežigrad,Prosto,44,64,2025-04-15 04:44
Dolenjska cesta (Strelišče),Prosto,78,67,2025-04-15 04:44
Gosarjeva ulica,Prosto,40,190,2025-04-15 04:44
Gospodarsko razstavišče,Prosto,425,400,2025-04-15 04:44
Komanova ulica,Zasedeno,/,55,2025-04-15 04:44
PH Kongresni trg,Prosto,242,720,2025-04-15 04:44
Kozolec,Prosto,99,394,2025-04-15 04:44
Kranjčeva ulica,Prosto,116,117,2025-04-15 04:44
Linhartova,Prosto,111,50,2025-04-15 04:44
Metelkova ulica,Prosto,38,89,2025-04-15 04:44
Mirje,Prosto,91,107,2025-04-15 04:44
P+R Barje,Odprto,,,2025-04-15 04:44
P+R Dolgi Most,Odprto,,,2025-04-15 04:44
P+R Studenec,Odprto,,,2025-04-15 04:44
PH Kolezija,Prosto,62,80,2025-04-15 04:44
Pokopališče Polje,Prosto,36,39,2025-04-15 04:44
Povšetova ulica,Prosto,72,81,2025-04-15 04:44
Sanatorij Emona,Prosto,14,25,2025-04-15 04:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 04:44
Tivoli I.,Prosto,310,351,2025-04-15 04:44
Tivoli II.,Prosto,178,159,2025-04-15 04:44
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 04:44
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 04:44
Štembalova ulica,Zasedeno,/,155,2025-04-15 04:44
Žale I.,Prosto,112,125,2025-04-15 04:44
Žale II.,Prosto,80,80,2025-04-15 04:44
Žale III.,Prosto,53,83,2025-04-15 04:44
Žale IV.,Prosto,78,78,2025-04-15 04:44
Žale V.,Prosto,282,100,2025-04-15 04:44
P+R Ježica,Odprto,,,2025-04-15 04:44
P+R Stanežiče,Odprto,,,2025-04-15 04:44
ŠRC Stožice,Prosto,/,509,2025-04-15 04:44
Tacen,Prosto,/,/,2025-04-15 04:44
Bratislavska,Prosto,/,/,2025-04-15 04:44
BS4,Prosto,51,100,2025-04-15 04:44
PH Rog,Prosto,32,80,2025-04-15 04:44
P+R Letališka,Odprto,,,2025-04-15 04:44
Parkirišče PH Ilirija,Odprto,,,2025-04-15 04:44
Bežigrad,Prosto,43,64,2025-04-15 05:00
Dolenjska cesta (Strelišče),Prosto,78,67,2025-04-15 05:00
Gosarjeva ulica,Prosto,40,190,2025-04-15 05:00
Gospodarsko razstavišče,Prosto,425,400,2025-04-15 05:00
Komanova ulica,Zasedeno,/,55,2025-04-15 05:00
PH Kongresni trg,Prosto,242,720,2025-04-15 05:00
Kozolec,Prosto,99,394,2025-04-15 05:00
Kranjčeva ulica,Prosto,116,117,2025-04-15 05:00
Linhartova,Prosto,111,50,2025-04-15 05:00
Metelkova ulica,Prosto,38,89,2025-04-15 05:00
Mirje,Prosto,91,107,2025-04-15 05:00
P+R Barje,Odprto,,,2025-04-15 05:00
P+R Dolgi Most,Odprto,,,2025-04-15 05:00
P+R Studenec,Odprto,,,2025-04-15 05:00
PH Kolezija,Prosto,62,80,2025-04-15 05:00
Pokopališče Polje,Prosto,36,39,2025-04-15 05:00
Povšetova ulica,Prosto,72,81,2025-04-15 05:00
Sanatorij Emona,Prosto,14,25,2025-04-15 05:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 05:00
Tivoli I.,Prosto,310,351,2025-04-15 05:00
Tivoli II.,Prosto,177,159,2025-04-15 05:00
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 05:00
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 05:00
Štembalova ulica,Zasedeno,/,155,2025-04-15 05:00
Žale I.,Prosto,112,125,2025-04-15 05:00
Žale II.,Prosto,80,80,2025-04-15 05:00
Žale III.,Prosto,53,83,2025-04-15 05:00
Žale IV.,Prosto,78,78,2025-04-15 05:00
Žale V.,Prosto,279,100,2025-04-15 05:00
P+R Ježica,Odprto,,,2025-04-15 05:00
P+R Stanežiče,Odprto,,,2025-04-15 05:00
ŠRC Stožice,Prosto,/,509,2025-04-15 05:00
Tacen,Prosto,/,/,2025-04-15 05:00
Bratislavska,Prosto,/,/,2025-04-15 05:00
BS4,Prosto,52,100,2025-04-15 05:00
PH Rog,Prosto,32,80,2025-04-15 05:00
P+R Letališka,Odprto,,,2025-04-15 05:00
Parkirišče PH Ilirija,Odprto,,,2025-04-15 05:00
Bežigrad,Prosto,43,64,2025-04-15 05:14
Dolenjska cesta (Strelišče),Prosto,78,67,2025-04-15 05:14
Gosarjeva ulica,Prosto,40,190,2025-04-15 05:14
Gospodarsko razstavišče,Prosto,426,400,2025-04-15 05:14
Komanova ulica,Zasedeno,/,55,2025-04-15 05:14
PH Kongresni trg,Prosto,242,720,2025-04-15 05:14
Kozolec,Prosto,99,394,2025-04-15 05:14
Kranjčeva ulica,Prosto,116,117,2025-04-15 05:14
Linhartova,Prosto,111,50,2025-04-15 05:14
Metelkova ulica,Prosto,38,89,2025-04-15 05:14
Mirje,Prosto,91,107,2025-04-15 05:14
P+R Barje,Odprto,,,2025-04-15 05:14
P+R Dolgi Most,Odprto,,,2025-04-15 05:14
P+R Studenec,Odprto,,,2025-04-15 05:14
PH Kolezija,Prosto,62,80,2025-04-15 05:14
Pokopališče Polje,Prosto,36,39,2025-04-15 05:14
Povšetova ulica,Prosto,72,81,2025-04-15 05:14
Sanatorij Emona,Prosto,14,25,2025-04-15 05:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 05:14
Tivoli I.,Prosto,309,351,2025-04-15 05:14
Tivoli II.,Prosto,177,159,2025-04-15 05:14
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 05:14
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 05:14
Štembalova ulica,Zasedeno,/,155,2025-04-15 05:14
Žale I.,Prosto,112,125,2025-04-15 05:14
Žale II.,Prosto,79,80,2025-04-15 05:14
Žale III.,Prosto,53,83,2025-04-15 05:14
Žale IV.,Prosto,78,78,2025-04-15 05:14
Žale V.,Prosto,276,100,2025-04-15 05:14
P+R Ježica,Odprto,,,2025-04-15 05:14
P+R Stanežiče,Odprto,,,2025-04-15 05:14
ŠRC Stožice,Prosto,/,509,2025-04-15 05:14
Tacen,Prosto,/,/,2025-04-15 05:14
Bratislavska,Prosto,/,/,2025-04-15 05:14
BS4,Prosto,52,100,2025-04-15 05:14
PH Rog,Prosto,32,80,2025-04-15 05:14
P+R Letališka,Odprto,,,2025-04-15 05:14
Parkirišče PH Ilirija,Odprto,,,2025-04-15 05:14
Bežigrad,Prosto,43,64,2025-04-15 05:30
Dolenjska cesta (Strelišče),Prosto,78,67,2025-04-15 05:30
Gosarjeva ulica,Prosto,40,190,2025-04-15 05:30
Gospodarsko razstavišče,Prosto,426,400,2025-04-15 05:30
Komanova ulica,Zasedeno,/,55,2025-04-15 05:30
PH Kongresni trg,Prosto,240,720,2025-04-15 05:30
Kozolec,Prosto,99,394,2025-04-15 05:30
Kranjčeva ulica,Prosto,116,117,2025-04-15 05:30
Linhartova,Prosto,108,50,2025-04-15 05:30
Metelkova ulica,Prosto,38,89,2025-04-15 05:30
Mirje,Prosto,91,107,2025-04-15 05:30
P+R Barje,Odprto,,,2025-04-15 05:30
P+R Dolgi Most,Odprto,,,2025-04-15 05:30
P+R Studenec,Odprto,,,2025-04-15 05:30
PH Kolezija,Prosto,62,80,2025-04-15 05:30
Pokopališče Polje,Prosto,36,39,2025-04-15 05:30
Povšetova ulica,Prosto,72,81,2025-04-15 05:30
Sanatorij Emona,Prosto,14,25,2025-04-15 05:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 05:30
Tivoli I.,Prosto,308,351,2025-04-15 05:30
Tivoli II.,Prosto,175,159,2025-04-15 05:30
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 05:30
Trg prekomorskih brigad,Prosto,26,61,2025-04-15 05:30
Štembalova ulica,Zasedeno,/,155,2025-04-15 05:30
Žale I.,Prosto,112,125,2025-04-15 05:30
Žale II.,Prosto,78,80,2025-04-15 05:30
Žale III.,Prosto,53,83,2025-04-15 05:30
Žale IV.,Prosto,78,78,2025-04-15 05:30
Žale V.,Prosto,273,100,2025-04-15 05:30
P+R Ježica,Odprto,,,2025-04-15 05:30
P+R Stanežiče,Odprto,,,2025-04-15 05:30
ŠRC Stožice,Prosto,/,509,2025-04-15 05:30
Tacen,Prosto,/,/,2025-04-15 05:30
Bratislavska,Prosto,/,/,2025-04-15 05:30
BS4,Prosto,51,100,2025-04-15 05:30
PH Rog,Prosto,31,80,2025-04-15 05:30
P+R Letališka,Odprto,,,2025-04-15 05:30
Parkirišče PH Ilirija,Odprto,,,2025-04-15 05:30
Bežigrad,Prosto,43,64,2025-04-15 05:44
Dolenjska cesta (Strelišče),Prosto,78,67,2025-04-15 05:44
Gosarjeva ulica,Prosto,41,190,2025-04-15 05:44
Gospodarsko razstavišče,Prosto,425,400,2025-04-15 05:44
Komanova ulica,Zasedeno,/,55,2025-04-15 05:44
PH Kongresni trg,Prosto,240,720,2025-04-15 05:44
Kozolec,Prosto,98,394,2025-04-15 05:44
Kranjčeva ulica,Prosto,116,117,2025-04-15 05:44
Linhartova,Prosto,105,50,2025-04-15 05:44
Metelkova ulica,Prosto,38,89,2025-04-15 05:44
Mirje,Prosto,92,107,2025-04-15 05:44
P+R Barje,Odprto,,,2025-04-15 05:44
P+R Dolgi Most,Odprto,,,2025-04-15 05:44
P+R Studenec,Odprto,,,2025-04-15 05:44
PH Kolezija,Prosto,62,80,2025-04-15 05:44
Pokopališče Polje,Prosto,36,39,2025-04-15 05:44
Povšetova ulica,Prosto,72,81,2025-04-15 05:44
Sanatorij Emona,Prosto,15,25,2025-04-15 05:44
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 05:44
Tivoli I.,Prosto,328,351,2025-04-15 05:44
Tivoli II.,Prosto,162,159,2025-04-15 05:44
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 05:44
Trg prekomorskih brigad,Prosto,24,61,2025-04-15 05:44
Štembalova ulica,Zasedeno,/,155,2025-04-15 05:44
Žale I.,Prosto,111,125,2025-04-15 05:44
Žale II.,Prosto,80,80,2025-04-15 05:44
Žale III.,Prosto,58,83,2025-04-15 05:44
Žale IV.,Prosto,78,78,2025-04-15 05:44
Žale V.,Prosto,284,100,2025-04-15 05:44
P+R Ježica,Odprto,,,2025-04-15 05:44
P+R Stanežiče,Odprto,,,2025-04-15 05:44
ŠRC Stožice,Prosto,/,509,2025-04-15 05:44
Tacen,Prosto,/,/,2025-04-15 05:44
Bratislavska,Prosto,/,/,2025-04-15 05:44
BS4,Prosto,51,100,2025-04-15 05:44
PH Rog,Prosto,31,80,2025-04-15 05:44
P+R Letališka,Odprto,,,2025-04-15 05:44
Parkirišče PH Ilirija,Odprto,,,2025-04-15 05:44
Bežigrad,Prosto,42,64,2025-04-15 06:00
Dolenjska cesta (Strelišče),Prosto,78,67,2025-04-15 06:00
Gosarjeva ulica,Prosto,42,190,2025-04-15 06:00
Gospodarsko razstavišče,Prosto,415,400,2025-04-15 06:00
Komanova ulica,Zasedeno,/,55,2025-04-15 06:00
PH Kongresni trg,Prosto,241,720,2025-04-15 06:00
Kozolec,Prosto,98,394,2025-04-15 06:00
Kranjčeva ulica,Prosto,116,117,2025-04-15 06:00
Linhartova,Prosto,99,50,2025-04-15 06:00
Metelkova ulica,Prosto,38,89,2025-04-15 06:00
Mirje,Prosto,91,107,2025-04-15 06:00
P+R Barje,Odprto,,,2025-04-15 06:00
P+R Dolgi Most,Odprto,,,2025-04-15 06:00
P+R Studenec,Odprto,,,2025-04-15 06:00
PH Kolezija,Prosto,62,80,2025-04-15 06:00
Pokopališče Polje,Prosto,36,39,2025-04-15 06:00
Povšetova ulica,Prosto,70,81,2025-04-15 06:00
Sanatorij Emona,Prosto,11,25,2025-04-15 06:00
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 06:00
Tivoli I.,Prosto,305,351,2025-04-15 06:00
Tivoli II.,Prosto,162,159,2025-04-15 06:00
Trg mladinskih delovnih brigad,Prosto,16,26,2025-04-15 06:00
Trg prekomorskih brigad,Prosto,24,61,2025-04-15 06:00
Štembalova ulica,Zasedeno,/,155,2025-04-15 06:00
Žale I.,Prosto,109,125,2025-04-15 06:00
Žale II.,Prosto,80,80,2025-04-15 06:00
Žale III.,Prosto,58,83,2025-04-15 06:00
Žale IV.,Prosto,78,78,2025-04-15 06:00
Žale V.,Prosto,275,100,2025-04-15 06:00
P+R Ježica,Odprto,,,2025-04-15 06:00
P+R Stanežiče,Odprto,,,2025-04-15 06:00
ŠRC Stožice,Prosto,/,509,2025-04-15 06:00
Tacen,Prosto,/,/,2025-04-15 06:00
Bratislavska,Prosto,/,/,2025-04-15 06:00
BS4,Prosto,52,100,2025-04-15 06:00
PH Rog,Prosto,33,80,2025-04-15 06:00
P+R Letališka,Odprto,,,2025-04-15 06:00
Parkirišče PH Ilirija,Odprto,,,2025-04-15 06:00
Bežigrad,Prosto,59,64,2025-04-15 06:14
Dolenjska cesta (Strelišče),Prosto,78,67,2025-04-15 06:14
Gosarjeva ulica,Prosto,42,190,2025-04-15 06:14
Gospodarsko razstavišče,Prosto,410,400,2025-04-15 06:14
Komanova ulica,Zasedeno,/,55,2025-04-15 06:14
PH Kongresni trg,Prosto,241,720,2025-04-15 06:14
Kozolec,Prosto,98,394,2025-04-15 06:14
Kranjčeva ulica,Prosto,116,117,2025-04-15 06:14
Linhartova,Prosto,77,50,2025-04-15 06:14
Metelkova ulica,Prosto,37,89,2025-04-15 06:14
Mirje,Prosto,90,107,2025-04-15 06:14
P+R Barje,Odprto,,,2025-04-15 06:14
P+R Dolgi Most,Odprto,,,2025-04-15 06:14
P+R Studenec,Odprto,,,2025-04-15 06:14
PH Kolezija,Prosto,62,80,2025-04-15 06:14
Pokopališče Polje,Prosto,38,39,2025-04-15 06:14
Povšetova ulica,Prosto,67,81,2025-04-15 06:14
Sanatorij Emona,Prosto,9,25,2025-04-15 06:14
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 06:14
Tivoli I.,Prosto,288,351,2025-04-15 06:14
Tivoli II.,Prosto,157,159,2025-04-15 06:14
Trg mladinskih delovnih brigad,Prosto,15,26,2025-04-15 06:14
Trg prekomorskih brigad,Prosto,23,61,2025-04-15 06:14
Štembalova ulica,Zasedeno,/,155,2025-04-15 06:14
Žale I.,Prosto,105,125,2025-04-15 06:14
Žale II.,Prosto,80,80,2025-04-15 06:14
Žale III.,Prosto,58,83,2025-04-15 06:14
Žale IV.,Prosto,77,78,2025-04-15 06:14
Žale V.,Prosto,273,100,2025-04-15 06:14
P+R Ježica,Odprto,,,2025-04-15 06:14
P+R Stanežiče,Odprto,,,2025-04-15 06:14
ŠRC Stožice,Prosto,/,509,2025-04-15 06:14
Tacen,Prosto,/,/,2025-04-15 06:14
Bratislavska,Prosto,/,/,2025-04-15 06:14
BS4,Prosto,52,100,2025-04-15 06:14
PH Rog,Prosto,30,80,2025-04-15 06:14
P+R Letališka,Odprto,,,2025-04-15 06:14
Parkirišče PH Ilirija,Odprto,,,2025-04-15 06:14
Bežigrad,Prosto,58,64,2025-04-15 06:30
Dolenjska cesta (Strelišče),Prosto,78,67,2025-04-15 06:30
Gosarjeva ulica,Prosto,41,190,2025-04-15 06:30
Gospodarsko razstavišče,Prosto,395,400,2025-04-15 06:30
Komanova ulica,Zasedeno,/,55,2025-04-15 06:30
PH Kongresni trg,Prosto,240,720,2025-04-15 06:30
Kozolec,Prosto,97,394,2025-04-15 06:30
Kranjčeva ulica,Prosto,113,117,2025-04-15 06:30
Linhartova,Prosto,42,50,2025-04-15 06:30
Metelkova ulica,Prosto,36,89,2025-04-15 06:30
Mirje,Prosto,91,107,2025-04-15 06:30
P+R Barje,Odprto,,,2025-04-15 06:30
P+R Dolgi Most,Odprto,,,2025-04-15 06:30
P+R Studenec,Odprto,,,2025-04-15 06:30
PH Kolezija,Prosto,62,80,2025-04-15 06:30
Pokopališče Polje,Prosto,38,39,2025-04-15 06:30
Povšetova ulica,Prosto,62,81,2025-04-15 06:30
Sanatorij Emona,Prosto,6,25,2025-04-15 06:30
Slovenčeva ulica,Zasedeno,0,128,2025-04-15 06:30
Tivoli I.,Prosto,279,351,2025-04-15 06:30
Tivoli II.,Prosto,153,159,2025-04-15 06:30
Trg mladinskih delovnih brigad,Prosto,14,26,2025-04-15 06:30
Trg prekomorskih brigad,Prosto,21,61,2025-04-15 06:30
Štembalova ulica,Zasedeno,/,155,2025-04-15 06:30
Žale I.,Prosto,104,125,2025-04-15 06:30
Žale II.,Prosto,79,80,2025-04-15 06:30
Žale III.,Prosto,54,83,2025-04-15 06:30
Žale IV.,Prosto,69,78,2025-04-15 06:30
Žale V.,Prosto,271,100,2025-04-15 06:30
P+R Ježica,Odprto,,,2025-04-15 06:30
P+R Stanežiče,Odprto,,,2025-04-15 06:30
ŠRC Stožice,Prosto,/,509,2025-04-15 06:30
Tacen,Prosto,/,/,2025-04-15 06:30
Bratislavska,Prosto,/,/,2025-04-15 06:30
BS4,Prosto,51,100,2025-04-15 06:30
PH Rog,Prosto,28,80,2025-04-15 06:30
P+R Letališka,Odprto,,,2025-04-15 06:30
Parkirišče PH Ilirija,Odprto,,,2025-04-15 06:30
Bežigrad,Prosto,57,64,2025-04-15 06:44
Dolenjska cesta (Strelišče),Prosto,78,67,2025-04-15 06:44
Gosarjeva ulica,Prosto,42,190,2025-04-15 06:44
Gospodarsko razstavišče,Prosto,358,400,2025-04-15 06:44
Komanova ulica,Zasedeno,/,55,2025-04-15 06:44
PH Kongresni trg,Prosto,241,720,2025-04-15 06:44
Kozolec,Prosto,96,394,2025-04-15 06:44
Kranjčeva ulica,Prosto,111,117,2025-04-15 06:44
Linhartova,Prosto,12,50,2025-04-15 06:44
